# File: oem_prod.csv
# Title: oem production by country and sector
# Units: numbers
# Description: dummy
# Source: siam report to be changed
# Column types: cinnnnnnnnnnc
# ----------
iso,year,ICE Passenger vehicles,EV Passenger vehicles,ICE HCV,EV HCV,ICE LCV,EV LCV,3W,E 3W,E 2W,2W,unit_prod
jpn,1986,0,0,0,0,0,0,0,0,0,0,vehicle
kaz,1986,0,0,0,0,0,0,0,0,0,0,vehicle
ken,1986,0,0,0,0,0,0,0,0,0,0,vehicle
kor,1986,0,0,0,0,0,0,0,0,0,0,vehicle
lby,1986,0,0,0,0,0,0,0,0,0,0,vehicle
lka,1986,0,0,0,0,0,0,0,0,0,0,vehicle
lux,1986,0,0,0,0,0,0,0,0,0,0,vehicle
lva,1986,0,0,0,0,0,0,0,0,0,0,vehicle
mar,1986,0,0,0,0,0,0,0,0,0,0,vehicle
mda,1986,0,0,0,0,0,0,0,0,0,0,vehicle
mex,1986,0,0,0,0,0,0,0,0,0,0,vehicle
mkd,1986,0,0,0,0,0,0,0,0,0,0,vehicle
mmr,1986,0,0,0,0,0,0,0,0,0,0,vehicle
mys,1986,0,0,0,0,0,0,0,0,0,0,vehicle
nld,1986,0,0,0,0,0,0,0,0,0,0,vehicle
nor,1986,0,0,0,0,0,0,0,0,0,0,vehicle
nzl,1986,0,0,0,0,0,0,0,0,0,0,vehicle
pak,1986,0,0,0,0,0,0,0,0,0,0,vehicle
per,1986,0,0,0,0,0,0,0,0,0,0,vehicle
phl,1986,0,0,0,0,0,0,0,0,0,0,vehicle
pol,1986,0,0,0,0,0,0,0,0,0,0,vehicle
prk,1986,0,0,0,0,0,0,0,0,0,0,vehicle
prt,1986,0,0,0,0,0,0,0,0,0,0,vehicle
pry,1986,0,0,0,0,0,0,0,0,0,0,vehicle
qat,1986,0,0,0,0,0,0,0,0,0,0,vehicle
rom,1986,0,0,0,0,0,0,0,0,0,0,vehicle
rus,1986,0,0,0,0,0,0,0,0,0,0,vehicle
sau,1986,0,0,0,0,0,0,0,0,0,0,vehicle
sgp,1986,0,0,0,0,0,0,0,0,0,0,vehicle
slv,1986,0,0,0,0,0,0,0,0,0,0,vehicle
svk,1986,0,0,0,0,0,0,0,0,0,0,vehicle
svn,1986,0,0,0,0,0,0,0,0,0,0,vehicle
swe,1986,0,0,0,0,0,0,0,0,0,0,vehicle
syr,1986,0,0,0,0,0,0,0,0,0,0,vehicle
tha,1986,0,0,0,0,0,0,0,0,0,0,vehicle
tto,1986,0,0,0,0,0,0,0,0,0,0,vehicle
tun,1986,0,0,0,0,0,0,0,0,0,0,vehicle
tur,1986,0,0,0,0,0,0,0,0,0,0,vehicle
twn,1986,0,0,0,0,0,0,0,0,0,0,vehicle
ukr,1986,0,0,0,0,0,0,0,0,0,0,vehicle
ury,1986,0,0,0,0,0,0,0,0,0,0,vehicle
usa,1986,0,0,0,0,0,0,0,0,0,0,vehicle
uzb,1986,0,0,0,0,0,0,0,0,0,0,vehicle
ven,1986,0,0,0,0,0,0,0,0,0,0,vehicle
vnm,1986,0,0,0,0,0,0,0,0,0,0,vehicle
zaf,1986,0,0,0,0,0,0,0,0,0,0,vehicle
alb,1987,0,0,0,0,0,0,0,0,0,0,vehicle
are,1987,0,0,0,0,0,0,0,0,0,0,vehicle
arg,1987,0,0,0,0,0,0,0,0,0,0,vehicle
aus,1987,0,0,0,0,0,0,0,0,0,0,vehicle
aut,1987,0,0,0,0,0,0,0,0,0,0,vehicle
bel,1987,0,0,0,0,0,0,0,0,0,0,vehicle
bgr,1987,0,0,0,0,0,0,0,0,0,0,vehicle
bih,1987,0,0,0,0,0,0,0,0,0,0,vehicle
blr,1987,0,0,0,0,0,0,0,0,0,0,vehicle
bra,1987,0,0,0,0,0,0,0,0,0,0,vehicle
can,1987,0,0,0,0,0,0,0,0,0,0,vehicle
che,1987,0,0,0,0,0,0,0,0,0,0,vehicle
chl,1987,0,0,0,0,0,0,0,0,0,0,vehicle
chn,1987,0,0,0,0,0,0,0,0,0,0,vehicle
col,1987,0,0,0,0,0,0,0,0,0,0,vehicle
cub,1987,0,0,0,0,0,0,0,0,0,0,vehicle
cze,1987,0,0,0,0,0,0,0,0,0,0,vehicle
deu,1987,0,0,0,0,0,0,0,0,0,0,vehicle
dnk,1987,0,0,0,0,0,0,0,0,0,0,vehicle
dom,1987,0,0,0,0,0,0,0,0,0,0,vehicle
dza,1987,0,0,0,0,0,0,0,0,0,0,vehicle
ecu,1987,0,0,0,0,0,0,0,0,0,0,vehicle
egy,1987,0,0,0,0,0,0,0,0,0,0,vehicle
esp,1987,0,0,0,0,0,0,0,0,0,0,vehicle
est,1987,0,0,0,0,0,0,0,0,0,0,vehicle
fin,1987,0,0,0,0,0,0,0,0,0,0,vehicle
fra,1987,0,0,0,0,0,0,0,0,0,0,vehicle
gbr,1987,0,0,0,0,0,0,0,0,0,0,vehicle
gha,1987,0,0,0,0,0,0,0,0,0,0,vehicle
grc,1987,0,0,0,0,0,0,0,0,0,0,vehicle
gtm,1987,0,0,0,0,0,0,0,0,0,0,vehicle
hrv,1987,0,0,0,0,0,0,0,0,0,0,vehicle
hun,1987,0,0,0,0,0,0,0,0,0,0,vehicle
idn,1987,0,0,0,0,0,0,0,0,0,0,vehicle
ind,1987,0,0,0,0,0,0,0,0,0,0,vehicle
irl,1987,0,0,0,0,0,0,0,0,0,0,vehicle
irn,1987,0,0,0,0,0,0,0,0,0,0,vehicle
isr,1987,0,0,0,0,0,0,0,0,0,0,vehicle
ita,1987,0,0,0,0,0,0,0,0,0,0,vehicle
jor,1987,0,0,0,0,0,0,0,0,0,0,vehicle
jpn,1987,0,0,0,0,0,0,0,0,0,0,vehicle
kaz,1987,0,0,0,0,0,0,0,0,0,0,vehicle
ken,1987,0,0,0,0,0,0,0,0,0,0,vehicle
kor,1987,0,0,0,0,0,0,0,0,0,0,vehicle
lby,1987,0,0,0,0,0,0,0,0,0,0,vehicle
lka,1987,0,0,0,0,0,0,0,0,0,0,vehicle
lux,1987,0,0,0,0,0,0,0,0,0,0,vehicle
lva,1987,0,0,0,0,0,0,0,0,0,0,vehicle
mar,1987,0,0,0,0,0,0,0,0,0,0,vehicle
mda,1987,0,0,0,0,0,0,0,0,0,0,vehicle
mex,1987,0,0,0,0,0,0,0,0,0,0,vehicle
mkd,1987,0,0,0,0,0,0,0,0,0,0,vehicle
mmr,1987,0,0,0,0,0,0,0,0,0,0,vehicle
mys,1987,0,0,0,0,0,0,0,0,0,0,vehicle
nld,1987,0,0,0,0,0,0,0,0,0,0,vehicle
nor,1987,0,0,0,0,0,0,0,0,0,0,vehicle
nzl,1987,0,0,0,0,0,0,0,0,0,0,vehicle
pak,1987,0,0,0,0,0,0,0,0,0,0,vehicle
per,1987,0,0,0,0,0,0,0,0,0,0,vehicle
phl,1987,0,0,0,0,0,0,0,0,0,0,vehicle
pol,1987,0,0,0,0,0,0,0,0,0,0,vehicle
prk,1987,0,0,0,0,0,0,0,0,0,0,vehicle
prt,1987,0,0,0,0,0,0,0,0,0,0,vehicle
pry,1987,0,0,0,0,0,0,0,0,0,0,vehicle
qat,1987,0,0,0,0,0,0,0,0,0,0,vehicle
rom,1987,0,0,0,0,0,0,0,0,0,0,vehicle
rus,1987,0,0,0,0,0,0,0,0,0,0,vehicle
sau,1987,0,0,0,0,0,0,0,0,0,0,vehicle
sgp,1987,0,0,0,0,0,0,0,0,0,0,vehicle
slv,1987,0,0,0,0,0,0,0,0,0,0,vehicle
svk,1987,0,0,0,0,0,0,0,0,0,0,vehicle
svn,1987,0,0,0,0,0,0,0,0,0,0,vehicle
swe,1987,0,0,0,0,0,0,0,0,0,0,vehicle
syr,1987,0,0,0,0,0,0,0,0,0,0,vehicle
tha,1987,0,0,0,0,0,0,0,0,0,0,vehicle
tto,1987,0,0,0,0,0,0,0,0,0,0,vehicle
tun,1987,0,0,0,0,0,0,0,0,0,0,vehicle
tur,1987,0,0,0,0,0,0,0,0,0,0,vehicle
twn,1987,0,0,0,0,0,0,0,0,0,0,vehicle
ukr,1987,0,0,0,0,0,0,0,0,0,0,vehicle
ury,1987,0,0,0,0,0,0,0,0,0,0,vehicle
usa,1987,0,0,0,0,0,0,0,0,0,0,vehicle
uzb,1987,0,0,0,0,0,0,0,0,0,0,vehicle
ven,1987,0,0,0,0,0,0,0,0,0,0,vehicle
vnm,1987,0,0,0,0,0,0,0,0,0,0,vehicle
zaf,1987,0,0,0,0,0,0,0,0,0,0,vehicle
alb,1988,0,0,0,0,0,0,0,0,0,0,vehicle
are,1988,0,0,0,0,0,0,0,0,0,0,vehicle
arg,1988,0,0,0,0,0,0,0,0,0,0,vehicle
aus,1988,0,0,0,0,0,0,0,0,0,0,vehicle
aut,1988,0,0,0,0,0,0,0,0,0,0,vehicle
bel,1988,0,0,0,0,0,0,0,0,0,0,vehicle
bgr,1988,0,0,0,0,0,0,0,0,0,0,vehicle
bih,1988,0,0,0,0,0,0,0,0,0,0,vehicle
blr,1988,0,0,0,0,0,0,0,0,0,0,vehicle
bra,1988,0,0,0,0,0,0,0,0,0,0,vehicle
can,1988,0,0,0,0,0,0,0,0,0,0,vehicle
che,1988,0,0,0,0,0,0,0,0,0,0,vehicle
chl,1988,0,0,0,0,0,0,0,0,0,0,vehicle
chn,1988,0,0,0,0,0,0,0,0,0,0,vehicle
col,1988,0,0,0,0,0,0,0,0,0,0,vehicle
cub,1988,0,0,0,0,0,0,0,0,0,0,vehicle
cze,1988,0,0,0,0,0,0,0,0,0,0,vehicle
deu,1988,0,0,0,0,0,0,0,0,0,0,vehicle
dnk,1988,0,0,0,0,0,0,0,0,0,0,vehicle
dom,1988,0,0,0,0,0,0,0,0,0,0,vehicle
dza,1988,0,0,0,0,0,0,0,0,0,0,vehicle
ecu,1988,0,0,0,0,0,0,0,0,0,0,vehicle
egy,1988,0,0,0,0,0,0,0,0,0,0,vehicle
esp,1988,0,0,0,0,0,0,0,0,0,0,vehicle
est,1988,0,0,0,0,0,0,0,0,0,0,vehicle
fin,1988,0,0,0,0,0,0,0,0,0,0,vehicle
fra,1988,0,0,0,0,0,0,0,0,0,0,vehicle
gbr,1988,0,0,0,0,0,0,0,0,0,0,vehicle
gha,1988,0,0,0,0,0,0,0,0,0,0,vehicle
grc,1988,0,0,0,0,0,0,0,0,0,0,vehicle
gtm,1988,0,0,0,0,0,0,0,0,0,0,vehicle
hrv,1988,0,0,0,0,0,0,0,0,0,0,vehicle
hun,1988,0,0,0,0,0,0,0,0,0,0,vehicle
idn,1988,0,0,0,0,0,0,0,0,0,0,vehicle
ind,1988,0,0,0,0,0,0,0,0,0,0,vehicle
irl,1988,0,0,0,0,0,0,0,0,0,0,vehicle
irn,1988,0,0,0,0,0,0,0,0,0,0,vehicle
isr,1988,0,0,0,0,0,0,0,0,0,0,vehicle
ita,1988,0,0,0,0,0,0,0,0,0,0,vehicle
jor,1988,0,0,0,0,0,0,0,0,0,0,vehicle
jpn,1988,0,0,0,0,0,0,0,0,0,0,vehicle
kaz,1988,0,0,0,0,0,0,0,0,0,0,vehicle
ken,1988,0,0,0,0,0,0,0,0,0,0,vehicle
kor,1988,0,0,0,0,0,0,0,0,0,0,vehicle
lby,1988,0,0,0,0,0,0,0,0,0,0,vehicle
lka,1988,0,0,0,0,0,0,0,0,0,0,vehicle
lux,1988,0,0,0,0,0,0,0,0,0,0,vehicle
lva,1988,0,0,0,0,0,0,0,0,0,0,vehicle
mar,1988,0,0,0,0,0,0,0,0,0,0,vehicle
mda,1988,0,0,0,0,0,0,0,0,0,0,vehicle
mex,1988,0,0,0,0,0,0,0,0,0,0,vehicle
mkd,1988,0,0,0,0,0,0,0,0,0,0,vehicle
mmr,1988,0,0,0,0,0,0,0,0,0,0,vehicle
mys,1988,0,0,0,0,0,0,0,0,0,0,vehicle
nld,1988,0,0,0,0,0,0,0,0,0,0,vehicle
nor,1988,0,0,0,0,0,0,0,0,0,0,vehicle
nzl,1988,0,0,0,0,0,0,0,0,0,0,vehicle
pak,1988,0,0,0,0,0,0,0,0,0,0,vehicle
per,1988,0,0,0,0,0,0,0,0,0,0,vehicle
phl,1988,0,0,0,0,0,0,0,0,0,0,vehicle
pol,1988,0,0,0,0,0,0,0,0,0,0,vehicle
prk,1988,0,0,0,0,0,0,0,0,0,0,vehicle
prt,1988,0,0,0,0,0,0,0,0,0,0,vehicle
pry,1988,0,0,0,0,0,0,0,0,0,0,vehicle
qat,1988,0,0,0,0,0,0,0,0,0,0,vehicle
rom,1988,0,0,0,0,0,0,0,0,0,0,vehicle
rus,1988,0,0,0,0,0,0,0,0,0,0,vehicle
sau,1988,0,0,0,0,0,0,0,0,0,0,vehicle
sgp,1988,0,0,0,0,0,0,0,0,0,0,vehicle
slv,1988,0,0,0,0,0,0,0,0,0,0,vehicle
svk,1988,0,0,0,0,0,0,0,0,0,0,vehicle
svn,1988,0,0,0,0,0,0,0,0,0,0,vehicle
swe,1988,0,0,0,0,0,0,0,0,0,0,vehicle
syr,1988,0,0,0,0,0,0,0,0,0,0,vehicle
tha,1988,0,0,0,0,0,0,0,0,0,0,vehicle
tto,1988,0,0,0,0,0,0,0,0,0,0,vehicle
tun,1988,0,0,0,0,0,0,0,0,0,0,vehicle
tur,1988,0,0,0,0,0,0,0,0,0,0,vehicle
twn,1988,0,0,0,0,0,0,0,0,0,0,vehicle
ukr,1988,0,0,0,0,0,0,0,0,0,0,vehicle
ury,1988,0,0,0,0,0,0,0,0,0,0,vehicle
usa,1988,0,0,0,0,0,0,0,0,0,0,vehicle
uzb,1988,0,0,0,0,0,0,0,0,0,0,vehicle
ven,1988,0,0,0,0,0,0,0,0,0,0,vehicle
vnm,1988,0,0,0,0,0,0,0,0,0,0,vehicle
zaf,1988,0,0,0,0,0,0,0,0,0,0,vehicle
alb,1989,0,0,0,0,0,0,0,0,0,0,vehicle
are,1989,0,0,0,0,0,0,0,0,0,0,vehicle
arg,1989,0,0,0,0,0,0,0,0,0,0,vehicle
aus,1989,0,0,0,0,0,0,0,0,0,0,vehicle
aut,1989,0,0,0,0,0,0,0,0,0,0,vehicle
bel,1989,0,0,0,0,0,0,0,0,0,0,vehicle
bgr,1989,0,0,0,0,0,0,0,0,0,0,vehicle
bih,1989,0,0,0,0,0,0,0,0,0,0,vehicle
blr,1989,0,0,0,0,0,0,0,0,0,0,vehicle
bra,1989,0,0,0,0,0,0,0,0,0,0,vehicle
can,1989,0,0,0,0,0,0,0,0,0,0,vehicle
che,1989,0,0,0,0,0,0,0,0,0,0,vehicle
chl,1989,0,0,0,0,0,0,0,0,0,0,vehicle
chn,1989,0,0,0,0,0,0,0,0,0,0,vehicle
col,1989,0,0,0,0,0,0,0,0,0,0,vehicle
cub,1989,0,0,0,0,0,0,0,0,0,0,vehicle
cze,1989,0,0,0,0,0,0,0,0,0,0,vehicle
deu,1989,0,0,0,0,0,0,0,0,0,0,vehicle
dnk,1989,0,0,0,0,0,0,0,0,0,0,vehicle
dom,1989,0,0,0,0,0,0,0,0,0,0,vehicle
dza,1989,0,0,0,0,0,0,0,0,0,0,vehicle
ecu,1989,0,0,0,0,0,0,0,0,0,0,vehicle
egy,1989,0,0,0,0,0,0,0,0,0,0,vehicle
esp,1989,0,0,0,0,0,0,0,0,0,0,vehicle
est,1989,0,0,0,0,0,0,0,0,0,0,vehicle
fin,1989,0,0,0,0,0,0,0,0,0,0,vehicle
fra,1989,0,0,0,0,0,0,0,0,0,0,vehicle
gbr,1989,0,0,0,0,0,0,0,0,0,0,vehicle
gha,1989,0,0,0,0,0,0,0,0,0,0,vehicle
grc,1989,0,0,0,0,0,0,0,0,0,0,vehicle
gtm,1989,0,0,0,0,0,0,0,0,0,0,vehicle
hrv,1989,0,0,0,0,0,0,0,0,0,0,vehicle
hun,1989,0,0,0,0,0,0,0,0,0,0,vehicle
idn,1989,0,0,0,0,0,0,0,0,0,0,vehicle
ind,1989,0,0,0,0,0,0,0,0,0,0,vehicle
irl,1989,0,0,0,0,0,0,0,0,0,0,vehicle
irn,1989,0,0,0,0,0,0,0,0,0,0,vehicle
isr,1989,0,0,0,0,0,0,0,0,0,0,vehicle
ita,1989,0,0,0,0,0,0,0,0,0,0,vehicle
jor,1989,0,0,0,0,0,0,0,0,0,0,vehicle
jpn,1989,0,0,0,0,0,0,0,0,0,0,vehicle
kaz,1989,0,0,0,0,0,0,0,0,0,0,vehicle
ken,1989,0,0,0,0,0,0,0,0,0,0,vehicle
kor,1989,0,0,0,0,0,0,0,0,0,0,vehicle
lby,1989,0,0,0,0,0,0,0,0,0,0,vehicle
lka,1989,0,0,0,0,0,0,0,0,0,0,vehicle
lux,1989,0,0,0,0,0,0,0,0,0,0,vehicle
lva,1989,0,0,0,0,0,0,0,0,0,0,vehicle
mar,1989,0,0,0,0,0,0,0,0,0,0,vehicle
mda,1989,0,0,0,0,0,0,0,0,0,0,vehicle
mex,1989,0,0,0,0,0,0,0,0,0,0,vehicle
mkd,1989,0,0,0,0,0,0,0,0,0,0,vehicle
mmr,1989,0,0,0,0,0,0,0,0,0,0,vehicle
mys,1989,0,0,0,0,0,0,0,0,0,0,vehicle
nld,1989,0,0,0,0,0,0,0,0,0,0,vehicle
nor,1989,0,0,0,0,0,0,0,0,0,0,vehicle
nzl,1989,0,0,0,0,0,0,0,0,0,0,vehicle
pak,1989,0,0,0,0,0,0,0,0,0,0,vehicle
per,1989,0,0,0,0,0,0,0,0,0,0,vehicle
phl,1989,0,0,0,0,0,0,0,0,0,0,vehicle
pol,1989,0,0,0,0,0,0,0,0,0,0,vehicle
prk,1989,0,0,0,0,0,0,0,0,0,0,vehicle
prt,1989,0,0,0,0,0,0,0,0,0,0,vehicle
pry,1989,0,0,0,0,0,0,0,0,0,0,vehicle
qat,1989,0,0,0,0,0,0,0,0,0,0,vehicle
rom,1989,0,0,0,0,0,0,0,0,0,0,vehicle
rus,1989,0,0,0,0,0,0,0,0,0,0,vehicle
sau,1989,0,0,0,0,0,0,0,0,0,0,vehicle
sgp,1989,0,0,0,0,0,0,0,0,0,0,vehicle
slv,1989,0,0,0,0,0,0,0,0,0,0,vehicle
svk,1989,0,0,0,0,0,0,0,0,0,0,vehicle
svn,1989,0,0,0,0,0,0,0,0,0,0,vehicle
swe,1989,0,0,0,0,0,0,0,0,0,0,vehicle
syr,1989,0,0,0,0,0,0,0,0,0,0,vehicle
tha,1989,0,0,0,0,0,0,0,0,0,0,vehicle
tto,1989,0,0,0,0,0,0,0,0,0,0,vehicle
tun,1989,0,0,0,0,0,0,0,0,0,0,vehicle
tur,1989,0,0,0,0,0,0,0,0,0,0,vehicle
twn,1989,0,0,0,0,0,0,0,0,0,0,vehicle
ukr,1989,0,0,0,0,0,0,0,0,0,0,vehicle
ury,1989,0,0,0,0,0,0,0,0,0,0,vehicle
usa,1989,0,0,0,0,0,0,0,0,0,0,vehicle
uzb,1989,0,0,0,0,0,0,0,0,0,0,vehicle
ven,1989,0,0,0,0,0,0,0,0,0,0,vehicle
vnm,1989,0,0,0,0,0,0,0,0,0,0,vehicle
zaf,1989,0,0,0,0,0,0,0,0,0,0,vehicle
alb,1990,0,0,0,0,0,0,0,0,0,0,vehicle
are,1990,0,0,0,0,0,0,0,0,0,0,vehicle
arg,1990,0,0,0,0,0,0,0,0,0,0,vehicle
aus,1990,0,0,0,0,0,0,0,0,0,0,vehicle
aut,1990,0,0,0,0,0,0,0,0,0,0,vehicle
bel,1990,0,0,0,0,0,0,0,0,0,0,vehicle
bgr,1990,0,0,0,0,0,0,0,0,0,0,vehicle
bih,1990,0,0,0,0,0,0,0,0,0,0,vehicle
blr,1990,0,0,0,0,0,0,0,0,0,0,vehicle
bra,1990,0,0,0,0,0,0,0,0,0,0,vehicle
can,1990,0,0,0,0,0,0,0,0,0,0,vehicle
che,1990,0,0,0,0,0,0,0,0,0,0,vehicle
chl,1990,0,0,0,0,0,0,0,0,0,0,vehicle
chn,1990,0,0,0,0,0,0,0,0,0,0,vehicle
col,1990,0,0,0,0,0,0,0,0,0,0,vehicle
cub,1990,0,0,0,0,0,0,0,0,0,0,vehicle
cze,1990,0,0,0,0,0,0,0,0,0,0,vehicle
deu,1990,0,0,0,0,0,0,0,0,0,0,vehicle
dnk,1990,0,0,0,0,0,0,0,0,0,0,vehicle
dom,1990,0,0,0,0,0,0,0,0,0,0,vehicle
dza,1990,0,0,0,0,0,0,0,0,0,0,vehicle
ecu,1990,0,0,0,0,0,0,0,0,0,0,vehicle
egy,1990,0,0,0,0,0,0,0,0,0,0,vehicle
esp,1990,0,0,0,0,0,0,0,0,0,0,vehicle
est,1990,0,0,0,0,0,0,0,0,0,0,vehicle
fin,1990,0,0,0,0,0,0,0,0,0,0,vehicle
fra,1990,0,0,0,0,0,0,0,0,0,0,vehicle
gbr,1990,0,0,0,0,0,0,0,0,0,0,vehicle
gha,1990,0,0,0,0,0,0,0,0,0,0,vehicle
grc,1990,0,0,0,0,0,0,0,0,0,0,vehicle
gtm,1990,0,0,0,0,0,0,0,0,0,0,vehicle
hrv,1990,0,0,0,0,0,0,0,0,0,0,vehicle
hun,1990,0,0,0,0,0,0,0,0,0,0,vehicle
idn,1990,0,0,0,0,0,0,0,0,0,0,vehicle
ind,1990,0,0,0,0,0,0,0,0,0,0,vehicle
irl,1990,0,0,0,0,0,0,0,0,0,0,vehicle
irn,1990,0,0,0,0,0,0,0,0,0,0,vehicle
isr,1990,0,0,0,0,0,0,0,0,0,0,vehicle
ita,1990,0,0,0,0,0,0,0,0,0,0,vehicle
jor,1990,0,0,0,0,0,0,0,0,0,0,vehicle
jpn,1990,0,0,0,0,0,0,0,0,0,0,vehicle
kaz,1990,0,0,0,0,0,0,0,0,0,0,vehicle
ken,1990,0,0,0,0,0,0,0,0,0,0,vehicle
kor,1990,0,0,0,0,0,0,0,0,0,0,vehicle
lby,1990,0,0,0,0,0,0,0,0,0,0,vehicle
lka,1990,0,0,0,0,0,0,0,0,0,0,vehicle
lux,1990,0,0,0,0,0,0,0,0,0,0,vehicle
lva,1990,0,0,0,0,0,0,0,0,0,0,vehicle
mar,1990,0,0,0,0,0,0,0,0,0,0,vehicle
mda,1990,0,0,0,0,0,0,0,0,0,0,vehicle
mex,1990,0,0,0,0,0,0,0,0,0,0,vehicle
mkd,1990,0,0,0,0,0,0,0,0,0,0,vehicle
mmr,1990,0,0,0,0,0,0,0,0,0,0,vehicle
mys,1990,0,0,0,0,0,0,0,0,0,0,vehicle
nld,1990,0,0,0,0,0,0,0,0,0,0,vehicle
nor,1990,0,0,0,0,0,0,0,0,0,0,vehicle
nzl,1990,0,0,0,0,0,0,0,0,0,0,vehicle
pak,1990,0,0,0,0,0,0,0,0,0,0,vehicle
per,1990,0,0,0,0,0,0,0,0,0,0,vehicle
phl,1990,0,0,0,0,0,0,0,0,0,0,vehicle
pol,1990,0,0,0,0,0,0,0,0,0,0,vehicle
prk,1990,0,0,0,0,0,0,0,0,0,0,vehicle
prt,1990,0,0,0,0,0,0,0,0,0,0,vehicle
pry,1990,0,0,0,0,0,0,0,0,0,0,vehicle
qat,1990,0,0,0,0,0,0,0,0,0,0,vehicle
rom,1990,0,0,0,0,0,0,0,0,0,0,vehicle
rus,1990,0,0,0,0,0,0,0,0,0,0,vehicle
sau,1990,0,0,0,0,0,0,0,0,0,0,vehicle
sgp,1990,0,0,0,0,0,0,0,0,0,0,vehicle
slv,1990,0,0,0,0,0,0,0,0,0,0,vehicle
svk,1990,0,0,0,0,0,0,0,0,0,0,vehicle
svn,1990,0,0,0,0,0,0,0,0,0,0,vehicle
swe,1990,0,0,0,0,0,0,0,0,0,0,vehicle
syr,1990,0,0,0,0,0,0,0,0,0,0,vehicle
tha,1990,0,0,0,0,0,0,0,0,0,0,vehicle
tto,1990,0,0,0,0,0,0,0,0,0,0,vehicle
tun,1990,0,0,0,0,0,0,0,0,0,0,vehicle
tur,1990,0,0,0,0,0,0,0,0,0,0,vehicle
twn,1990,0,0,0,0,0,0,0,0,0,0,vehicle
ukr,1990,0,0,0,0,0,0,0,0,0,0,vehicle
ury,1990,0,0,0,0,0,0,0,0,0,0,vehicle
usa,1990,0,0,0,0,0,0,0,0,0,0,vehicle
uzb,1990,0,0,0,0,0,0,0,0,0,0,vehicle
ven,1990,0,0,0,0,0,0,0,0,0,0,vehicle
vnm,1990,0,0,0,0,0,0,0,0,0,0,vehicle
zaf,1990,0,0,0,0,0,0,0,0,0,0,vehicle
alb,1991,0,0,0,0,0,0,0,0,0,0,vehicle
are,1991,0,0,0,0,0,0,0,0,0,0,vehicle
arg,1991,0,0,0,0,0,0,0,0,0,0,vehicle
aus,1991,0,0,0,0,0,0,0,0,0,0,vehicle
aut,1991,0,0,0,0,0,0,0,0,0,0,vehicle
bel,1991,0,0,0,0,0,0,0,0,0,0,vehicle
bgr,1991,0,0,0,0,0,0,0,0,0,0,vehicle
bih,1991,0,0,0,0,0,0,0,0,0,0,vehicle
blr,1991,0,0,0,0,0,0,0,0,0,0,vehicle
bra,1991,0,0,0,0,0,0,0,0,0,0,vehicle
can,1991,0,0,0,0,0,0,0,0,0,0,vehicle
che,1991,0,0,0,0,0,0,0,0,0,0,vehicle
chl,1991,0,0,0,0,0,0,0,0,0,0,vehicle
chn,1991,0,0,0,0,0,0,0,0,0,0,vehicle
col,1991,0,0,0,0,0,0,0,0,0,0,vehicle
cub,1991,0,0,0,0,0,0,0,0,0,0,vehicle
cze,1991,0,0,0,0,0,0,0,0,0,0,vehicle
deu,1991,0,0,0,0,0,0,0,0,0,0,vehicle
dnk,1991,0,0,0,0,0,0,0,0,0,0,vehicle
dom,1991,0,0,0,0,0,0,0,0,0,0,vehicle
dza,1991,0,0,0,0,0,0,0,0,0,0,vehicle
ecu,1991,0,0,0,0,0,0,0,0,0,0,vehicle
egy,1991,0,0,0,0,0,0,0,0,0,0,vehicle
esp,1991,0,0,0,0,0,0,0,0,0,0,vehicle
est,1991,0,0,0,0,0,0,0,0,0,0,vehicle
fin,1991,0,0,0,0,0,0,0,0,0,0,vehicle
fra,1991,0,0,0,0,0,0,0,0,0,0,vehicle
gbr,1991,0,0,0,0,0,0,0,0,0,0,vehicle
gha,1991,0,0,0,0,0,0,0,0,0,0,vehicle
grc,1991,0,0,0,0,0,0,0,0,0,0,vehicle
gtm,1991,0,0,0,0,0,0,0,0,0,0,vehicle
hrv,1991,0,0,0,0,0,0,0,0,0,0,vehicle
hun,1991,0,0,0,0,0,0,0,0,0,0,vehicle
idn,1991,0,0,0,0,0,0,0,0,0,0,vehicle
ind,1991,0,0,0,0,0,0,0,0,0,0,vehicle
irl,1991,0,0,0,0,0,0,0,0,0,0,vehicle
irn,1991,0,0,0,0,0,0,0,0,0,0,vehicle
isr,1991,0,0,0,0,0,0,0,0,0,0,vehicle
ita,1991,0,0,0,0,0,0,0,0,0,0,vehicle
jor,1991,0,0,0,0,0,0,0,0,0,0,vehicle
jpn,1991,0,0,0,0,0,0,0,0,0,0,vehicle
kaz,1991,0,0,0,0,0,0,0,0,0,0,vehicle
ken,1991,0,0,0,0,0,0,0,0,0,0,vehicle
kor,1991,0,0,0,0,0,0,0,0,0,0,vehicle
lby,1991,0,0,0,0,0,0,0,0,0,0,vehicle
lka,1991,0,0,0,0,0,0,0,0,0,0,vehicle
lux,1991,0,0,0,0,0,0,0,0,0,0,vehicle
lva,1991,0,0,0,0,0,0,0,0,0,0,vehicle
mar,1991,0,0,0,0,0,0,0,0,0,0,vehicle
mda,1991,0,0,0,0,0,0,0,0,0,0,vehicle
mex,1991,0,0,0,0,0,0,0,0,0,0,vehicle
mkd,1991,0,0,0,0,0,0,0,0,0,0,vehicle
mmr,1991,0,0,0,0,0,0,0,0,0,0,vehicle
mys,1991,0,0,0,0,0,0,0,0,0,0,vehicle
