# File: parts_prod.csv
# Title: parts production by country and sector
# Units: numbers
# Description: dummy
# Source:  to be changed
# Column types: cinnnnnnnc
# ----------
iso,year,Bodies,Chassi,Seat,Engine,Electrical equipment,others,Battery,unit_prod
svk,1992,0,0,0,0,0,0,0,number
svn,1992,0,0,0,0,0,0,0,number
swe,1992,0,0,0,0,0,0,0,number
syr,1992,0,0,0,0,0,0,0,number
tha,1992,0,0,0,0,0,0,0,number
tto,1992,0,0,0,0,0,0,0,number
tun,1992,0,0,0,0,0,0,0,number
tur,1992,0,0,0,0,0,0,0,number
twn,1992,0,0,0,0,0,0,0,number
ukr,1992,0,0,0,0,0,0,0,number
ury,1992,0,0,0,0,0,0,0,number
usa,1992,0,0,0,0,0,0,0,number
uzb,1992,0,0,0,0,0,0,0,number
ven,1992,0,0,0,0,0,0,0,number
vnm,1992,0,0,0,0,0,0,0,number
zaf,1992,0,0,0,0,0,0,0,number
alb,1993,0,0,0,0,0,0,0,number
are,1993,0,0,0,0,0,0,0,number
arg,1993,0,0,0,0,0,0,0,number
aus,1993,0,0,0,0,0,0,0,number
aut,1993,0,0,0,0,0,0,0,number
bel,1993,0,0,0,0,0,0,0,number
bgr,1993,0,0,0,0,0,0,0,number
bih,1993,0,0,0,0,0,0,0,number
blr,1993,0,0,0,0,0,0,0,number
bra,1993,0,0,0,0,0,0,0,number
can,1993,0,0,0,0,0,0,0,number
che,1993,0,0,0,0,0,0,0,number
chl,1993,0,0,0,0,0,0,0,number
chn,1993,0,0,0,0,0,0,0,number
col,1993,0,0,0,0,0,0,0,number
cub,1993,0,0,0,0,0,0,0,number
cze,1993,0,0,0,0,0,0,0,number
deu,1993,0,0,0,0,0,0,0,number
dnk,1993,0,0,0,0,0,0,0,number
dom,1993,0,0,0,0,0,0,0,number
dza,1993,0,0,0,0,0,0,0,number
ecu,1993,0,0,0,0,0,0,0,number
egy,1993,0,0,0,0,0,0,0,number
esp,1993,0,0,0,0,0,0,0,number
est,1993,0,0,0,0,0,0,0,number
fin,1993,0,0,0,0,0,0,0,number
fra,1993,0,0,0,0,0,0,0,number
gbr,1993,0,0,0,0,0,0,0,number
gha,1993,0,0,0,0,0,0,0,number
grc,1993,0,0,0,0,0,0,0,number
gtm,1993,0,0,0,0,0,0,0,number
hrv,1993,0,0,0,0,0,0,0,number
hun,1993,0,0,0,0,0,0,0,number
idn,1993,0,0,0,0,0,0,0,number
ind,1993,0,0,0,0,0,0,0,number
irl,1993,0,0,0,0,0,0,0,number
irn,1993,0,0,0,0,0,0,0,number
isr,1993,0,0,0,0,0,0,0,number
ita,1993,0,0,0,0,0,0,0,number
jor,1993,0,0,0,0,0,0,0,number
jpn,1993,0,0,0,0,0,0,0,number
kaz,1993,0,0,0,0,0,0,0,number
ken,1993,0,0,0,0,0,0,0,number
kor,1993,0,0,0,0,0,0,0,number
lby,1993,0,0,0,0,0,0,0,number
lka,1993,0,0,0,0,0,0,0,number
lux,1993,0,0,0,0,0,0,0,number
lva,1993,0,0,0,0,0,0,0,number
mar,1993,0,0,0,0,0,0,0,number
mda,1993,0,0,0,0,0,0,0,number
mex,1993,0,0,0,0,0,0,0,number
mkd,1993,0,0,0,0,0,0,0,number
mmr,1993,0,0,0,0,0,0,0,number
mys,1993,0,0,0,0,0,0,0,number
nld,1993,0,0,0,0,0,0,0,number
nor,1993,0,0,0,0,0,0,0,number
nzl,1993,0,0,0,0,0,0,0,number
pak,1993,0,0,0,0,0,0,0,number
per,1993,0,0,0,0,0,0,0,number
phl,1993,0,0,0,0,0,0,0,number
pol,1993,0,0,0,0,0,0,0,number
prk,1993,0,0,0,0,0,0,0,number
prt,1993,0,0,0,0,0,0,0,number
pry,1993,0,0,0,0,0,0,0,number
qat,1993,0,0,0,0,0,0,0,number
rom,1993,0,0,0,0,0,0,0,number
rus,1993,0,0,0,0,0,0,0,number
sau,1993,0,0,0,0,0,0,0,number
sgp,1993,0,0,0,0,0,0,0,number
slv,1993,0,0,0,0,0,0,0,number
svk,1993,0,0,0,0,0,0,0,number
svn,1993,0,0,0,0,0,0,0,number
swe,1993,0,0,0,0,0,0,0,number
syr,1993,0,0,0,0,0,0,0,number
tha,1993,0,0,0,0,0,0,0,number
tto,1993,0,0,0,0,0,0,0,number
tun,1993,0,0,0,0,0,0,0,number
tur,1993,0,0,0,0,0,0,0,number
twn,1993,0,0,0,0,0,0,0,number
ukr,1993,0,0,0,0,0,0,0,number
ury,1993,0,0,0,0,0,0,0,number
usa,1993,0,0,0,0,0,0,0,number
uzb,1993,0,0,0,0,0,0,0,number
ven,1993,0,0,0,0,0,0,0,number
vnm,1993,0,0,0,0,0,0,0,number
zaf,1993,0,0,0,0,0,0,0,number
alb,1994,0,0,0,0,0,0,0,number
are,1994,0,0,0,0,0,0,0,number
arg,1994,0,0,0,0,0,0,0,number
aus,1994,0,0,0,0,0,0,0,number
aut,1994,0,0,0,0,0,0,0,number
bel,1994,0,0,0,0,0,0,0,number
bgr,1994,0,0,0,0,0,0,0,number
bih,1994,0,0,0,0,0,0,0,number
blr,1994,0,0,0,0,0,0,0,number
bra,1994,0,0,0,0,0,0,0,number
can,1994,0,0,0,0,0,0,0,number
che,1994,0,0,0,0,0,0,0,number
chl,1994,0,0,0,0,0,0,0,number
chn,1994,0,0,0,0,0,0,0,number
col,1994,0,0,0,0,0,0,0,number
cub,1994,0,0,0,0,0,0,0,number
cze,1994,0,0,0,0,0,0,0,number
deu,1994,0,0,0,0,0,0,0,number
dnk,1994,0,0,0,0,0,0,0,number
dom,1994,0,0,0,0,0,0,0,number
dza,1994,0,0,0,0,0,0,0,number
ecu,1994,0,0,0,0,0,0,0,number
egy,1994,0,0,0,0,0,0,0,number
esp,1994,0,0,0,0,0,0,0,number
est,1994,0,0,0,0,0,0,0,number
fin,1994,0,0,0,0,0,0,0,number
fra,1994,0,0,0,0,0,0,0,number
gbr,1994,0,0,0,0,0,0,0,number
gha,1994,0,0,0,0,0,0,0,number
grc,1994,0,0,0,0,0,0,0,number
gtm,1994,0,0,0,0,0,0,0,number
hrv,1994,0,0,0,0,0,0,0,number
hun,1994,0,0,0,0,0,0,0,number
idn,1994,0,0,0,0,0,0,0,number
ind,1994,0,0,0,0,0,0,0,number
irl,1994,0,0,0,0,0,0,0,number
irn,1994,0,0,0,0,0,0,0,number
isr,1994,0,0,0,0,0,0,0,number
ita,1994,0,0,0,0,0,0,0,number
jor,1994,0,0,0,0,0,0,0,number
jpn,1994,0,0,0,0,0,0,0,number
kaz,1994,0,0,0,0,0,0,0,number
ken,1994,0,0,0,0,0,0,0,number
kor,1994,0,0,0,0,0,0,0,number
lby,1994,0,0,0,0,0,0,0,number
lka,1994,0,0,0,0,0,0,0,number
lux,1994,0,0,0,0,0,0,0,number
lva,1994,0,0,0,0,0,0,0,number
mar,1994,0,0,0,0,0,0,0,number
mda,1994,0,0,0,0,0,0,0,number
mex,1994,0,0,0,0,0,0,0,number
mkd,1994,0,0,0,0,0,0,0,number
mmr,1994,0,0,0,0,0,0,0,number
mys,1994,0,0,0,0,0,0,0,number
nld,1994,0,0,0,0,0,0,0,number
nor,1994,0,0,0,0,0,0,0,number
nzl,1994,0,0,0,0,0,0,0,number
pak,1994,0,0,0,0,0,0,0,number
per,1994,0,0,0,0,0,0,0,number
phl,1994,0,0,0,0,0,0,0,number
pol,1994,0,0,0,0,0,0,0,number
prk,1994,0,0,0,0,0,0,0,number
prt,1994,0,0,0,0,0,0,0,number
pry,1994,0,0,0,0,0,0,0,number
qat,1994,0,0,0,0,0,0,0,number
rom,1994,0,0,0,0,0,0,0,number
rus,1994,0,0,0,0,0,0,0,number
sau,1994,0,0,0,0,0,0,0,number
sgp,1994,0,0,0,0,0,0,0,number
slv,1994,0,0,0,0,0,0,0,number
svk,1994,0,0,0,0,0,0,0,number
svn,1994,0,0,0,0,0,0,0,number
swe,1994,0,0,0,0,0,0,0,number
syr,1994,0,0,0,0,0,0,0,number
tha,1994,0,0,0,0,0,0,0,number
tto,1994,0,0,0,0,0,0,0,number
tun,1994,0,0,0,0,0,0,0,number
tur,1994,0,0,0,0,0,0,0,number
twn,1994,0,0,0,0,0,0,0,number
ukr,1994,0,0,0,0,0,0,0,number
ury,1994,0,0,0,0,0,0,0,number
usa,1994,0,0,0,0,0,0,0,number
uzb,1994,0,0,0,0,0,0,0,number
ven,1994,0,0,0,0,0,0,0,number
vnm,1994,0,0,0,0,0,0,0,number
zaf,1994,0,0,0,0,0,0,0,number
alb,1995,0,0,0,0,0,0,0,number
are,1995,0,0,0,0,0,0,0,number
arg,1995,0,0,0,0,0,0,0,number
aus,1995,0,0,0,0,0,0,0,number
aut,1995,0,0,0,0,0,0,0,number
bel,1995,0,0,0,0,0,0,0,number
bgr,1995,0,0,0,0,0,0,0,number
bih,1995,0,0,0,0,0,0,0,number
blr,1995,0,0,0,0,0,0,0,number
bra,1995,0,0,0,0,0,0,0,number
can,1995,0,0,0,0,0,0,0,number
che,1995,0,0,0,0,0,0,0,number
chl,1995,0,0,0,0,0,0,0,number
chn,1995,0,0,0,0,0,0,0,number
col,1995,0,0,0,0,0,0,0,number
cub,1995,0,0,0,0,0,0,0,number
cze,1995,0,0,0,0,0,0,0,number
deu,1995,0,0,0,0,0,0,0,number
dnk,1995,0,0,0,0,0,0,0,number
dom,1995,0,0,0,0,0,0,0,number
dza,1995,0,0,0,0,0,0,0,number
ecu,1995,0,0,0,0,0,0,0,number
egy,1995,0,0,0,0,0,0,0,number
esp,1995,0,0,0,0,0,0,0,number
est,1995,0,0,0,0,0,0,0,number
fin,1995,0,0,0,0,0,0,0,number
fra,1995,0,0,0,0,0,0,0,number
gbr,1995,0,0,0,0,0,0,0,number
gha,1995,0,0,0,0,0,0,0,number
grc,1995,0,0,0,0,0,0,0,number
gtm,1995,0,0,0,0,0,0,0,number
hrv,1995,0,0,0,0,0,0,0,number
hun,1995,0,0,0,0,0,0,0,number
idn,1995,0,0,0,0,0,0,0,number
ind,1995,0,0,0,0,0,0,0,number
irl,1995,0,0,0,0,0,0,0,number
irn,1995,0,0,0,0,0,0,0,number
isr,1995,0,0,0,0,0,0,0,number
ita,1995,0,0,0,0,0,0,0,number
jor,1995,0,0,0,0,0,0,0,number
jpn,1995,0,0,0,0,0,0,0,number
kaz,1995,0,0,0,0,0,0,0,number
ken,1995,0,0,0,0,0,0,0,number
kor,1995,0,0,0,0,0,0,0,number
lby,1995,0,0,0,0,0,0,0,number
lka,1995,0,0,0,0,0,0,0,number
lux,1995,0,0,0,0,0,0,0,number
lva,1995,0,0,0,0,0,0,0,number
mar,1995,0,0,0,0,0,0,0,number
mda,1995,0,0,0,0,0,0,0,number
mex,1995,0,0,0,0,0,0,0,number
mkd,1995,0,0,0,0,0,0,0,number
mmr,1995,0,0,0,0,0,0,0,number
mys,1995,0,0,0,0,0,0,0,number
nld,1995,0,0,0,0,0,0,0,number
nor,1995,0,0,0,0,0,0,0,number
nzl,1995,0,0,0,0,0,0,0,number
pak,1995,0,0,0,0,0,0,0,number
per,1995,0,0,0,0,0,0,0,number
phl,1995,0,0,0,0,0,0,0,number
pol,1995,0,0,0,0,0,0,0,number
prk,1995,0,0,0,0,0,0,0,number
prt,1995,0,0,0,0,0,0,0,number
pry,1995,0,0,0,0,0,0,0,number
qat,1995,0,0,0,0,0,0,0,number
rom,1995,0,0,0,0,0,0,0,number
rus,1995,0,0,0,0,0,0,0,number
sau,1995,0,0,0,0,0,0,0,number
sgp,1995,0,0,0,0,0,0,0,number
slv,1995,0,0,0,0,0,0,0,number
svk,1995,0,0,0,0,0,0,0,number
svn,1995,0,0,0,0,0,0,0,number
swe,1995,0,0,0,0,0,0,0,number
syr,1995,0,0,0,0,0,0,0,number
tha,1995,0,0,0,0,0,0,0,number
tto,1995,0,0,0,0,0,0,0,number
tun,1995,0,0,0,0,0,0,0,number
tur,1995,0,0,0,0,0,0,0,number
twn,1995,0,0,0,0,0,0,0,number
ukr,1995,0,0,0,0,0,0,0,number
ury,1995,0,0,0,0,0,0,0,number
usa,1995,0,0,0,0,0,0,0,number
uzb,1995,0,0,0,0,0,0,0,number
ven,1995,0,0,0,0,0,0,0,number
vnm,1995,0,0,0,0,0,0,0,number
zaf,1995,0,0,0,0,0,0,0,number
alb,1996,0,0,0,0,0,0,0,number
are,1996,0,0,0,0,0,0,0,number
arg,1996,0,0,0,0,0,0,0,number
aus,1996,0,0,0,0,0,0,0,number
aut,1996,0,0,0,0,0,0,0,number
bel,1996,0,0,0,0,0,0,0,number
bgr,1996,0,0,0,0,0,0,0,number
bih,1996,0,0,0,0,0,0,0,number
blr,1996,0,0,0,0,0,0,0,number
bra,1996,0,0,0,0,0,0,0,number
can,1996,0,0,0,0,0,0,0,number
che,1996,0,0,0,0,0,0,0,number
chl,1996,0,0,0,0,0,0,0,number
chn,1996,0,0,0,0,0,0,0,number
col,1996,0,0,0,0,0,0,0,number
cub,1996,0,0,0,0,0,0,0,number
cze,1996,0,0,0,0,0,0,0,number
deu,1996,0,0,0,0,0,0,0,number
dnk,1996,0,0,0,0,0,0,0,number
dom,1996,0,0,0,0,0,0,0,number
dza,1996,0,0,0,0,0,0,0,number
ecu,1996,0,0,0,0,0,0,0,number
egy,1996,0,0,0,0,0,0,0,number
esp,1996,0,0,0,0,0,0,0,number
est,1996,0,0,0,0,0,0,0,number
fin,1996,0,0,0,0,0,0,0,number
fra,1996,0,0,0,0,0,0,0,number
gbr,1996,0,0,0,0,0,0,0,number
gha,1996,0,0,0,0,0,0,0,number
grc,1996,0,0,0,0,0,0,0,number
gtm,1996,0,0,0,0,0,0,0,number
hrv,1996,0,0,0,0,0,0,0,number
hun,1996,0,0,0,0,0,0,0,number
idn,1996,0,0,0,0,0,0,0,number
ind,1996,0,0,0,0,0,0,0,number
irl,1996,0,0,0,0,0,0,0,number
irn,1996,0,0,0,0,0,0,0,number
isr,1996,0,0,0,0,0,0,0,number
ita,1996,0,0,0,0,0,0,0,number
jor,1996,0,0,0,0,0,0,0,number
jpn,1996,0,0,0,0,0,0,0,number
kaz,1996,0,0,0,0,0,0,0,number
ken,1996,0,0,0,0,0,0,0,number
kor,1996,0,0,0,0,0,0,0,number
lby,1996,0,0,0,0,0,0,0,number
lka,1996,0,0,0,0,0,0,0,number
lux,1996,0,0,0,0,0,0,0,number
lva,1996,0,0,0,0,0,0,0,number
mar,1996,0,0,0,0,0,0,0,number
mda,1996,0,0,0,0,0,0,0,number
mex,1996,0,0,0,0,0,0,0,number
mkd,1996,0,0,0,0,0,0,0,number
mmr,1996,0,0,0,0,0,0,0,number
mys,1996,0,0,0,0,0,0,0,number
nld,1996,0,0,0,0,0,0,0,number
nor,1996,0,0,0,0,0,0,0,number
nzl,1996,0,0,0,0,0,0,0,number
pak,1996,0,0,0,0,0,0,0,number
per,1996,0,0,0,0,0,0,0,number
phl,1996,0,0,0,0,0,0,0,number
pol,1996,0,0,0,0,0,0,0,number
prk,1996,0,0,0,0,0,0,0,number
prt,1996,0,0,0,0,0,0,0,number
pry,1996,0,0,0,0,0,0,0,number
qat,1996,0,0,0,0,0,0,0,number
rom,1996,0,0,0,0,0,0,0,number
rus,1996,0,0,0,0,0,0,0,number
sau,1996,0,0,0,0,0,0,0,number
sgp,1996,0,0,0,0,0,0,0,number
slv,1996,0,0,0,0,0,0,0,number
svk,1996,0,0,0,0,0,0,0,number
svn,1996,0,0,0,0,0,0,0,number
swe,1996,0,0,0,0,0,0,0,number
syr,1996,0,0,0,0,0,0,0,number
tha,1996,0,0,0,0,0,0,0,number
tto,1996,0,0,0,0,0,0,0,number
tun,1996,0,0,0,0,0,0,0,number
tur,1996,0,0,0,0,0,0,0,number
twn,1996,0,0,0,0,0,0,0,number
ukr,1996,0,0,0,0,0,0,0,number
ury,1996,0,0,0,0,0,0,0,number
usa,1996,0,0,0,0,0,0,0,number
uzb,1996,0,0,0,0,0,0,0,number
ven,1996,0,0,0,0,0,0,0,number
vnm,1996,0,0,0,0,0,0,0,number
zaf,1996,0,0,0,0,0,0,0,number
alb,1997,0,0,0,0,0,0,0,number
are,1997,0,0,0,0,0,0,0,number
arg,1997,0,0,0,0,0,0,0,number
aus,1997,0,0,0,0,0,0,0,number
aut,1997,0,0,0,0,0,0,0,number
bel,1997,0,0,0,0,0,0,0,number
bgr,1997,0,0,0,0,0,0,0,number
bih,1997,0,0,0,0,0,0,0,number
blr,1997,0,0,0,0,0,0,0,number
bra,1997,0,0,0,0,0,0,0,number
can,1997,0,0,0,0,0,0,0,number
che,1997,0,0,0,0,0,0,0,number
chl,1997,0,0,0,0,0,0,0,number
chn,1997,0,0,0,0,0,0,0,number
col,1997,0,0,0,0,0,0,0,number
cub,1997,0,0,0,0,0,0,0,number
cze,1997,0,0,0,0,0,0,0,number
deu,1997,0,0,0,0,0,0,0,number
dnk,1997,0,0,0,0,0,0,0,number
dom,1997,0,0,0,0,0,0,0,number
dza,1997,0,0,0,0,0,0,0,number
ecu,1997,0,0,0,0,0,0,0,number
egy,1997,0,0,0,0,0,0,0,number
esp,1997,0,0,0,0,0,0,0,number
est,1997,0,0,0,0,0,0,0,number
fin,1997,0,0,0,0,0,0,0,number
fra,1997,0,0,0,0,0,0,0,number
gbr,1997,0,0,0,0,0,0,0,number
gha,1997,0,0,0,0,0,0,0,number
grc,1997,0,0,0,0,0,0,0,number
gtm,1997,0,0,0,0,0,0,0,number
hrv,1997,0,0,0,0,0,0,0,number
hun,1997,0,0,0,0,0,0,0,number
idn,1997,0,0,0,0,0,0,0,number
ind,1997,0,0,0,0,0,0,0,number
irl,1997,0,0,0,0,0,0,0,number
irn,1997,0,0,0,0,0,0,0,number
isr,1997,0,0,0,0,0,0,0,number
ita,1997,0,0,0,0,0,0,0,number
jor,1997,0,0,0,0,0,0,0,number
jpn,1997,0,0,0,0,0,0,0,number
kaz,1997,0,0,0,0,0,0,0,number
ken,1997,0,0,0,0,0,0,0,number
kor,1997,0,0,0,0,0,0,0,number
lby,1997,0,0,0,0,0,0,0,number
lka,1997,0,0,0,0,0,0,0,number
lux,1997,0,0,0,0,0,0,0,number
lva,1997,0,0,0,0,0,0,0,number
mar,1997,0,0,0,0,0,0,0,number
mda,1997,0,0,0,0,0,0,0,number
mex,1997,0,0,0,0,0,0,0,number
mkd,1997,0,0,0,0,0,0,0,number
mmr,1997,0,0,0,0,0,0,0,number
mys,1997,0,0,0,0,0,0,0,number
nld,1997,0,0,0,0,0,0,0,number
nor,1997,0,0,0,0,0,0,0,number
nzl,1997,0,0,0,0,0,0,0,number
pak,1997,0,0,0,0,0,0,0,number
per,1997,0,0,0,0,0,0,0,number
phl,1997,0,0,0,0,0,0,0,number
pol,1997,0,0,0,0,0,0,0,number
prk,1997,0,0,0,0,0,0,0,number
prt,1997,0,0,0,0,0,0,0,number
pry,1997,0,0,0,0,0,0,0,number
qat,1997,0,0,0,0,0,0,0,number
rom,1997,0,0,0,0,0,0,0,number
rus,1997,0,0,0,0,0,0,0,number
sau,1997,0,0,0,0,0,0,0,number
sgp,1997,0,0,0,0,0,0,0,number
slv,1997,0,0,0,0,0,0,0,number
svk,1997,0,0,0,0,0,0,0,number
svn,1997,0,0,0,0,0,0,0,number
swe,1997,0,0,0,0,0,0,0,number
syr,1997,0,0,0,0,0,0,0,number
tha,1997,0,0,0,0,0,0,0,number
tto,1997,0,0,0,0,0,0,0,number
tun,1997,0,0,0,0,0,0,0,number
tur,1997,0,0,0,0,0,0,0,number
twn,1997,0,0,0,0,0,0,0,number
ukr,1997,0,0,0,0,0,0,0,number
ury,1997,0,0,0,0,0,0,0,number
usa,1997,0,0,0,0,0,0,0,number
uzb,1997,0,0,0,0,0,0,0,number
ven,1997,0,0,0,0,0,0,0,number
vnm,1997,0,0,0,0,0,0,0,number
zaf,1997,0,0,0,0,0,0,0,number
alb,1998,0,0,0,0,0,0,0,number
are,1998,0,0,0,0,0,0,0,number
arg,1998,0,0,0,0,0,0,0,number
aus,1998,0,0,0,0,0,0,0,number
aut,1998,0,0,0,0,0,0,0,number
bel,1998,0,0,0,0,0,0,0,number
bgr,1998,0,0,0,0,0,0,0,number
bih,1998,0,0,0,0,0,0,0,number
blr,1998,0,0,0,0,0,0,0,number
bra,1998,0,0,0,0,0,0,0,number
can,1998,0,0,0,0,0,0,0,number
che,1998,0,0,0,0,0,0,0,number
chl,1998,0,0,0,0,0,0,0,number
chn,1998,0,0,0,0,0,0,0,number
col,1998,0,0,0,0,0,0,0,number
cub,1998,0,0,0,0,0,0,0,number
cze,1998,0,0,0,0,0,0,0,number
deu,1998,0,0,0,0,0,0,0,number
dnk,1998,0,0,0,0,0,0,0,number
dom,1998,0,0,0,0,0,0,0,number
dza,1998,0,0,0,0,0,0,0,number
ecu,1998,0,0,0,0,0,0,0,number
egy,1998,0,0,0,0,0,0,0,number
esp,1998,0,0,0,0,0,0,0,number
est,1998,0,0,0,0,0,0,0,number
fin,1998,0,0,0,0,0,0,0,number
fra,1998,0,0,0,0,0,0,0,number
gbr,1998,0,0,0,0,0,0,0,number
gha,1998,0,0,0,0,0,0,0,number
grc,1998,0,0,0,0,0,0,0,number
gtm,1998,0,0,0,0,0,0,0,number
hrv,1998,0,0,0,0,0,0,0,number
hun,1998,0,0,0,0,0,0,0,number
idn,1998,0,0,0,0,0,0,0,number
ind,1998,0,0,0,0,0,0,0,number
irl,1998,0,0,0,0,0,0,0,number
irn,1998,0,0,0,0,0,0,0,number
isr,1998,0,0,0,0,0,0,0,number
ita,1998,0,0,0,0,0,0,0,number
jor,1998,0,0,0,0,0,0,0,number
jpn,1998,0,0,0,0,0,0,0,number
kaz,1998,0,0,0,0,0,0,0,number
ken,1998,0,0,0,0,0,0,0,number
kor,1998,0,0,0,0,0,0,0,number
lby,1998,0,0,0,0,0,0,0,number
lka,1998,0,0,0,0,0,0,0,number
lux,1998,0,0,0,0,0,0,0,number
lva,1998,0,0,0,0,0,0,0,number
mar,1998,0,0,0,0,0,0,0,number
mda,1998,0,0,0,0,0,0,0,number
mex,1998,0,0,0,0,0,0,0,number
mkd,1998,0,0,0,0,0,0,0,number
mmr,1998,0,0,0,0,0,0,0,number
mys,1998,0,0,0,0,0,0,0,number
nld,1998,0,0,0,0,0,0,0,number
nor,1998,0,0,0,0,0,0,0,number
nzl,1998,0,0,0,0,0,0,0,number
pak,1998,0,0,0,0,0,0,0,number
per,1998,0,0,0,0,0,0,0,number
phl,1998,0,0,0,0,0,0,0,number
pol,1998,0,0,0,0,0,0,0,number
prk,1998,0,0,0,0,0,0,0,number
prt,1998,0,0,0,0,0,0,0,number
pry,1998,0,0,0,0,0,0,0,number
qat,1998,0,0,0,0,0,0,0,number
rom,1998,0,0,0,0,0,0,0,number
rus,1998,0,0,0,0,0,0,0,number
sau,1998,0,0,0,0,0,0,0,number
sgp,1998,0,0,0,0,0,0,0,number
slv,1998,0,0,0,0,0,0,0,number
svk,1998,0,0,0,0,0,0,0,number
svn,1998,0,0,0,0,0,0,0,number
swe,1998,0,0,0,0,0,0,0,number
syr,1998,0,0,0,0,0,0,0,number
tha,1998,0,0,0,0,0,0,0,number
tto,1998,0,0,0,0,0,0,0,number
tun,1998,0,0,0,0,0,0,0,number
tur,1998,0,0,0,0,0,0,0,number
twn,1998,0,0,0,0,0,0,0,number
ukr,1998,0,0,0,0,0,0,0,number
ury,1998,0,0,0,0,0,0,0,number
usa,1998,0,0,0,0,0,0,0,number
uzb,1998,0,0,0,0,0,0,0,number
ven,1998,0,0,0,0,0,0,0,number
vnm,1998,0,0,0,0,0,0,0,number
zaf,1998,0,0,0,0,0,0,0,number
alb,1999,0,0,0,0,0,0,0,number
are,1999,0,0,0,0,0,0,0,number
arg,1999,0,0,0,0,0,0,0,number
aus,1999,0,0,0,0,0,0,0,number
aut,1999,0,0,0,0,0,0,0,number
bel,1999,0,0,0,0,0,0,0,number
bgr,1999,0,0,0,0,0,0,0,number
bih,1999,0,0,0,0,0,0,0,number
blr,1999,0,0,0,0,0,0,0,number
bra,1999,0,0,0,0,0,0,0,number
can,1999,0,0,0,0,0,0,0,number
che,1999,0,0,0,0,0,0,0,number
chl,1999,0,0,0,0,0,0,0,number
chn,1999,0,0,0,0,0,0,0,number
col,1999,0,0,0,0,0,0,0,number
cub,1999,0,0,0,0,0,0,0,number
cze,1999,0,0,0,0,0,0,0,number
deu,1999,0,0,0,0,0,0,0,number
dnk,1999,0,0,0,0,0,0,0,number
dom,1999,0,0,0,0,0,0,0,number
dza,1999,0,0,0,0,0,0,0,number
ecu,1999,0,0,0,0,0,0,0,number
egy,1999,0,0,0,0,0,0,0,number
esp,1999,0,0,0,0,0,0,0,number
est,1999,0,0,0,0,0,0,0,number
fin,1999,0,0,0,0,0,0,0,number
fra,1999,0,0,0,0,0,0,0,number
gbr,1999,0,0,0,0,0,0,0,number
gha,1999,0,0,0,0,0,0,0,number
grc,1999,0,0,0,0,0,0,0,number
gtm,1999,0,0,0,0,0,0,0,number
hrv,1999,0,0,0,0,0,0,0,number
hun,1999,0,0,0,0,0,0,0,number
idn,1999,0,0,0,0,0,0,0,number
ind,1999,0,0,0,0,0,0,0,number
irl,1999,0,0,0,0,0,0,0,number
irn,1999,0,0,0,0,0,0,0,number
isr,1999,0,0,0,0,0,0,0,number
ita,1999,0,0,0,0,0,0,0,number
jor,1999,0,0,0,0,0,0,0,number
jpn,1999,0,0,0,0,0,0,0,number
kaz,1999,0,0,0,0,0,0,0,number
ken,1999,0,0,0,0,0,0,0,number
kor,1999,0,0,0,0,0,0,0,number
lby,1999,0,0,0,0,0,0,0,number
lka,1999,0,0,0,0,0,0,0,number
lux,1999,0,0,0,0,0,0,0,number
lva,1999,0,0,0,0,0,0,0,number
mar,1999,0,0,0,0,0,0,0,number
mda,1999,0,0,0,0,0,0,0,number
mex,1999,0,0,0,0,0,0,0,number
mkd,1999,0,0,0,0,0,0,0,number
mmr,1999,0,0,0,0,0,0,0,number
mys,1999,0,0,0,0,0,0,0,number
nld,1999,0,0,0,0,0,0,0,number
nor,1999,0,0,0,0,0,0,0,number
nzl,1999,0,0,0,0,0,0,0,number
pak,1999,0,0,0,0,0,0,0,number
per,1999,0,0,0,0,0,0,0,number
phl,1999,0,0,0,0,0,0,0,number
pol,1999,0,0,0,0,0,0,0,number
prk,1999,0,0,0,0,0,0,0,number
prt,1999,0,0,0,0,0,0,0,number
pry,1999,0,0,0,0,0,0,0,number
qat,1999,0,0,0,0,0,0,0,number
rom,1999,0,0,0,0,0,0,0,number
rus,1999,0,0,0,0,0,0,0,number
sau,1999,0,0,0,0,0,0,0,number
sgp,1999,0,0,0,0,0,0,0,number
slv,1999,0,0,0,0,0,0,0,number
svk,1999,0,0,0,0,0,0,0,number
svn,1999,0,0,0,0,0,0,0,number
swe,1999,0,0,0,0,0,0,0,number
syr,1999,0,0,0,0,0,0,0,number
tha,1999,0,0,0,0,0,0,0,number
tto,1999,0,0,0,0,0,0,0,number
tun,1999,0,0,0,0,0,0,0,number
tur,1999,0,0,0,0,0,0,0,number
twn,1999,0,0,0,0,0,0,0,number
ukr,1999,0,0,0,0,0,0,0,number
ury,1999,0,0,0,0,0,0,0,number
usa,1999,0,0,0,0,0,0,0,number
uzb,1999,0,0,0,0,0,0,0,number
ven,1999,0,0,0,0,0,0,0,number
vnm,1999,0,0,0,0,0,0,0,number
zaf,1999,0,0,0,0,0,0,0,number
alb,2000,0,0,0,0,0,0,0,number
are,2000,0,0,0,0,0,0,0,number
arg,2000,0,0,0,0,0,0,0,number
aus,2000,0,0,0,0,0,0,0,number
aut,2000,0,0,0,0,0,0,0,number
aze,2000,0,0,0,0,0,0,0,number
bel,2000,0,0,0,0,0,0,0,number
bgd,2000,0,0,0,0,0,0,0,number
bgr,2000,0,0,0,0,0,0,0,number
